name,cost,description,image,code,rating,availability
COLGATE MAXWHITE pasta dentrífica con micro cristales blancos tubo 75 ml, 1.79,,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTAxMTd8aW1hZ2UvcG5nfGhmNy9oZjgvODg0NzA0MjUxMDg3OC5wbmd8YWJmMjQ0NmYwZWJiYmEwYTk2N2MwMDIxYjA0NjUxMGFiZDA2ZTFjZGE1YzkyNDhhYmUzNjJiMzlmNDE1ZWE2Zg.png,57,null,1
COLGATE pasta dentífrica herbal tubo 75 ml, 1.53,,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8OTMwNHxpbWFnZS9wbmd8aDgzL2hiNS84ODQ2NzkzODAxNzU4LnBuZ3w0ZTE2NzAwZWJhMTFiMzkwMTA0ZDk5ODkyZWE4YmFkOGU1ZWQwMGU4ZTM0YmFjYjZhZjZjNjkyZjhhODdiZTIz.png,58,null,1
COLGATE pasta dentifrica max white one optic tubo 50 ml, 2.7,,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTE5Njh8aW1hZ2UvcG5nfGgwZC9oMTUvODgxODMzOTAyMDgzMC5wbmd8OTVkNWM4NWIwN2UxZjJhYWRkYWFlMWI3Y2ZmYmQyYTBmODE1YzZkYjljYTZmYmZlMTA0ZDQ5NjZlMzRjYTZkMQ.png,59,null,1
COLGATE cepillo dental slim soft blister 1 unidad, 2.99,,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8Nzg5OXxpbWFnZS9wbmd8aGUwL2hlMy84ODE2MDY0NDYyODc4LnBuZ3xlNGZlMzkxMDQxNDQ1ZDMxNDJkOTExZjFhNjkwMDhjZmY1M2UwNTNlOWM0MDZiNjc5YTEzZGVmMGZkNzE5YWM5.png,60,null,1
SANEX gel de baño dermo protector botella 600 ml, 2.8,,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8OTM1OHxpbWFnZS9wbmd8aGNhL2g1Ny84ODIwNjIzMTQ3MDM4LnBuZ3xhYjRhZmYzOTg1MDcwNTg2MmYzZTNjZTA5NGVjMTBkZTZhMjcxZTk3YjkwMzQzMjIwODExNmZhNmVjYTczYzk1.png,61,null,1
SANEX gel de baño zero piel normal botella 600 ml, 2.8,,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8ODA3MnxpbWFnZS9wbmd8aDZmL2g3NS84ODE5NjA2MTI2NjIyLnBuZ3w0ZDgwYzk3ZGNmNDI5ZTY3Zjc2YTBjMzY2ZTExYWVkMjAyZWE5YjgzYzU4YzkwZjBlNDljNWRiMzMzNmYwMGNl.png,62,null,1
NIVEA MEN gel de afeitar piel sensible spray 200 ml, 3.75,,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8NzcxOHxpbWFnZS9wbmd8aGQzL2hjYS84ODM0MTc5NTk2MzE4LnBuZ3w1MDYwMWYyZGEzM2I4NjQzYTNmNTFlMDJlNzlhMDY3ZmQxYzg5MjY2YzhiNWE4NDlhZDM2MTk1ODI1ZjJmZjlj.png,63,null,1
NIVEA crema corporal bajo la ducha triple acción piel seca botella 400ml, 4.99,,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8OTMxOXxpbWFnZS9wbmd8aDM1L2g2Ny84ODE3NTE5OTUxOTAyLnBuZ3w0ZTUxNDk3OGJkOGQ1MDI3MjNjMGUxYzc4YTA1NWQ1NjczY2NjY2RmMzRiYTEzOTMyNGI2Mzc5MzQ2ZTJjODli.png,64,null,1
NIVEA MEN crema tarro 150 ml, 3.99,,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTg2MDh8aW1hZ2UvcG5nfGg3NC9oZDAvODgyNTAwNDg1MTIzMC5wbmd8MzA1YmE1Njc0YzBiMDRjZjUwYTY2NTNmMTZlNTEwOGRjODY3Y2ZhOWU0MzlhMjk3MGZkYzU4YjliNTA3MzFmZA.png,65,null,1
NIVEA Care crema hidratación intensa para rostro y cuerpo tarro 200 ml, 3.99,,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTUwNjh8aW1hZ2UvcG5nfGgwOC9oNGEvODgzMTE5ODMzMDkxMC5wbmd8N2I0ZGMyYzUxNGFhZTg4ZGNlZGZkOWNjNzQwYjk0N2FiYjVjMWFiZjYxM2Q5OGE5MTg5MTAzZGQ3Y2Y5NmUyOQ.png,66,null,1
COLGATE pasta dentífrica protección caries con fluor + calcio tubo 75ml, 1.53,,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8Njg2NHxpbWFnZS9wbmd8aDMyL2gwZC84ODM0NTY4NTUyNDc4LnBuZ3w5NGIyYzZjYmExMjMyZjc0OTdiMWI4MjA2MTk0YTE5YTM1NWI0NWFlMGE5YjM3ZGMxMjQwNDgzZmIyMjBmNzU2.png,67,null,1
COLGATE pasta dentifrica blanqueante tubo 75ml, 1.99,,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTA5NTd8aW1hZ2UvcG5nfGg2Ny9oMDkvODgxODM0MjE2NjU1OC5wbmd8MDI5MzQxZWQ0OWJlOTc1YTQ0YzIwOTEyNjgxN2Y1ZjVmYWI2NzdmNGY2YTYyODFhMGM0NDdkNTRjZTE2MGNjNw.png,68,null,1
SANEX desodorante extra 7 en 1 spray 200ml, 3.48,,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8NzA3N3xpbWFnZS9wbmd8aDU5L2hiMi84ODE3NTU0ODE3MDU0LnBuZ3xhOGI2OGQzMDM1ZWEzNDM1MWYzMzIxY2RhNGQxOTQ5NWFlYzQ3NGVhNDE4MWY5NTg1NzBkNzgxOGRiNTc1OGZi.png,69,null,1
SANEX desodorante roll on dermo 7 en 1 envase 50ml, 2.04,,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTE0MDN8aW1hZ2UvcG5nfGg1Yi9oMzgvODgxODM3NzI5Mzg1NC5wbmd8ZDZjMGM0OTJkZmY0MGNlY2EyNTcwYTIzMmRmODQ4Y2Y4ZDk5NzJjMjI3MThjODRjM2VhNGMzNDI4NTExYTVmZg.png,70,null,1
SANEX advanced loción corporal atopiderm pieles muy secas/atópicas 400 ml, 5.99,,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8NjU2OHxpbWFnZS9wbmd8aDhmL2gyMy84ODI1ODM3OTc3NjMwLnBuZ3xlMmQ4NjlhMjM4ZGVjMTBhZTI4OTJlYWM1ZmVhZGRlOTQyMjQxNzRhMmYzNTRhZGM4M2I5YTBkMjU0MDg0N2Jl.png,71,null,1
NIVEA toallitas desmaquilladoras 3 en 1 refrescantes pack 2 x 20 uds, 2.49,,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTE5MDJ8aW1hZ2UvcG5nfGhmYS9oNDcvODgzMDk0OTk4MjIzOC5wbmd8YmNjNmVmYzA4MjU0YWY1ZDVmOWMxZjM2MzVjN2M4NjA1OGRkMTA4MmRlMzgxNWRkNmE1MDIyNDM3NTM0YmI1ZQ.png,72,null,1
COLGATE TOTAL pasta dentífrica repara diariamente tubo 75 ml, 2.35,,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTA4MTd8aW1hZ2UvcG5nfGhmMS9oODEvODgzMTIzNTU1NTM1OC5wbmd8NmZjYWRjNzBkNjllODQ3MWY0ODQ3ODA0YmQ4YzJjZWMwNjJmOTBjNTliY2ZhYWNkMTBlYmQwZTRjMjdjNzM1Ng.png,73,null,1
SANEX desodorante extra control spray 2x 200ml, 5.25,,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTE4MTN8aW1hZ2UvcG5nfGgwYy9oNjMvODgxOTU2MjA4NjQzMC5wbmd8NGJjZjgzZmQzYTNjNTkzZWIzOWFiZTVmY2VjZGQ4MDEwNzFjMDgzOWJlNGEzNjY2NzFlMGJkYWE4NDlkZmU5NA.png,74,null,1
SANEX desodorante stick dermo protección envase 50 ml, 2.75,,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8OTAxNnxpbWFnZS9wbmd8aDhmL2hkNi84ODIwMDc1MDY5NDcwLnBuZ3w2NGY4M2YxYWMxYjQ5ZTkzZGMwNDg3YTIxNzliYWYyZTA0MDllNWFiMTUzNDFhNGY0MjlkMjE1NDU3MTM3NWE4.png,75,null,1
COLGATE cepillo dental zig zap blister 1 + 2 gratis, 2.69,,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8OTY0OHxpbWFnZS9wbmd8aDc1L2gzMS84ODI3MjQxNjYwNDQ2LnBuZ3xiNjVlMjdkYTc3MjFlNDM1MzE5ZmNjZjEzNDVlNzFmYzI1ZTFmMmM1YjIxYzg5YTU1ZTIyYmZiNjA0ZTgxMjcz.png,76,null,1
GILLETTE Mach3 maquinilla de afeitar + 3 recambios blister 1 ud, 9.99,,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MjE2MDN8aW1hZ2UvcG5nfGg1MS9oODkvODg0OTc3MzAwMjc4Mi5wbmd8YmIzZmEzN2MwMjA3MjhiMDhjNDY0ZGNjZmRhNjgzZmYwOWVkOWZiZGEyOTk4OTk1MzJlZDljZWI2ZGVjYTc0Zg.png,77,null,1
COLGATE MAX WHITE enjuague bucal botella 500 ml, 4.25,,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTAxMzV8aW1hZ2UvcG5nfGhiZi9oMTkvODgzMTIxNDU4MzgzOC5wbmd8MDQ4MDQ0OTA0NmQzMDc1ZWYwZmU0ZjA3MmVlOWU4ZjdjMTgwY2RhZWMxZjc4MDcwM2MxZTU5YTIyODg5Yzg2ZQ.png,78,null,1
COLGATE pasta dentífrica max white original tubo 75 ml, 3.99,,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTAxMzV8aW1hZ2UvcG5nfGg1ZS9oOTgvODgzMTIyMTkyMzg3MC5wbmd8ZWIwN2I4NjdmMDM3M2UxZmQ1NTMyNDdkNDBhNmI5YTAyZDlhNjIyMGE1MTBjZWQ3NTFjN2JmMGM5NGVjNTQwZA.png,79,null,1
CASA TARRADELLAS pizza refrigerada de jamón y queso pack 2 envases 225g, 2.85,Pizza Fresca Jamón y Queso,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MjAyNDV8aW1hZ2UvcG5nfGgwMi9oZTIvODgzMzMwMTgzOTkwMi5wbmd8MjdmNDk5ODZmZGQ2YzFhMDg5N2RhZDdmMDVlNGNmMTRmNTk5ODk1ZDdkMjk0NDQxYWMxMDUzMDQ3YjFlMWYyYw.png,80,null,1
CASA TARRADELLAS pizza refrigerada romana envase 415g, 2.64,Pizza Fresca Romana,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MzA2NzZ8aW1hZ2UvcG5nfGhmMy9oODAvODgzMjgyOTAzMDQzMC5wbmd8NDBlYjFiZTNmZGQxZTYzNmY2OTFlMDkyMGMzZTczN2UyOWYzYzQ1MjNiODc1ZDM1NmIwZmY4MGFhOGQ5NDBlOQ.png,81,null,1
ISABEL atun claro en aceite de oliva pack de 6 latas x 52 grs, 4.79,ATÚN CLARO EN ACEITE DE OLIVA,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTQ1ODB8aW1hZ2UvcG5nfGg2Ni9oZGQvODgzNTA2NTY0MzAzOC5wbmd8Yjk4NDE2YTY0NGFmYmJjNTRhMzdhMzcxNjQ5ODAwMWEzOGE3OTkyMjcwNjRjZGRhM2YwYWMyOTRkOGQ4ZjU2ZQ.png,82,null,1
SANTA ANA patatas fritas santa ana bolsa 210GR, 0.9,Patatas fritas,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MjA0OTR8aW1hZ2UvcG5nfGg2Ni9oZjYvODgzMzYwMDQ1NDY4Ni5wbmd8NzVlYjdmZjY0MTkwNmJmMGRjNTQ1ODUwNWYwNmJjNDBkOGQ1ZTVkMjZmNmFjNGE1NTJlOTJjMTNmMDAwOWQ3NA.png,83,null,1
CARRETILLA esparrago blanco 6/12 FRASCO 325GR, 3.55,Espárrago blanco primera calibre muy grueso,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTE1MDZ8aW1hZ2UvcG5nfGhjYy9oNDUvODgzMjg1NjgxNzY5NC5wbmd8Mjk2ZTZiYTdmZThjYjRlMzQ5NjQxMjQwZjc3ZDhmYTE3ZGM0Yzg5Y2YzYWNmNDMxMTAzMzdlOWZlMzIzYzQ5Mw.png,84,null,1
DR OETKER ristorante pizza atún caja 355 gr, 3.15,Pizza tomate  atún y queso.,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MzQ5NTJ8aW1hZ2UvcG5nfGg5Ni9oZTIvODgzNDQ0MDI5ODUyNi5wbmd8ZTYwOGZkNGIwMGI0NmFjZWQ5ZjVmN2NiOTQ4YzM5MDc2YThhMTNkOGQyYTRiNmM2ZTBiZGNiNThjMzUwZDFjYg.png,85,null,1
CALVO atun claro en aceite de oliva pack de 3 latas x 52 grs, 3.19,Atún claro en aceite de oliva,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTIyMDl8aW1hZ2UvcG5nfGhkZS9oYWQvODgzNDAyMjE3ODg0Ni5wbmd8YWVlZGQzNzM1MDFlNzBkMDUxNGM5Y2JiMTBmY2JhMjAwN2MwNDQzYjgyNGZiNWFiYjJhZDM3MDc1MTE4OTEyNg.png,86,null,1
MATUTANO doritos tex-mex bolsa 40 gr, 0.44,Producto de aperitivo frito con sabor a queso,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MjM5OTR8aW1hZ2UvcG5nfGgwNC9oMGEvODgzNTE3MjIwNDU3NC5wbmd8YTNmNmFkNjU5MTdlNTExMTRhMWM4ZTllOGE4YWE2NWE3MDk3OTNiN2RlYzY2ZDU2MTMwMWU2NTM1NzQ4MDQ2Yg.png,87,null,1
CALVO sardinas en aceite de oliva lata 81 grs, 0.97,Sardinas en aceite de oliva,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTg5NTl8aW1hZ2UvcG5nfGgxZS9oMTUvODgzNDM0NjM4NTQzOC5wbmd8OGUzNjJlZmRiMGE2YzQ0YjY5MzY3ZjFlZDhhZWQzMjRkMjNhMzg5YWExY2ZjOGU0NmEzNWM5YjE1MWNjYzc1Yw.png,88,null,1
CHEETOS cheetos pelotazos bolsa 30GRS, 0.33,Producto de aperitivo de maíz horneado con sabor a queso,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MjIxMTh8aW1hZ2UvcG5nfGg4Zi9oY2MvODgzNDA3OTM5MTc3NC5wbmd8YTAzY2Q5MDJhODlkNmNmN2YzNTcyNmQ2YTYyNTY4MmJjZDZhOWUyOTkxNTIxNmRmMjlhZDVhYTFmYWY3Y2E2Yg.png,89,null,1
GALLO pluma nº6 paquete 750GR, 1.22,PASTA ALIMENTICIA DE CALIDAD SUPERIOR,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTk4NzF8aW1hZ2UvcG5nfGhiOC9oNGEvODgzNTE3MjcyODg2Mi5wbmd8NjJhYWY4ZjMxNzU3NmNiMTU2YTRlMWJhMjQyZWQzZjQwZmNlM2FjZTVlZjFhZWNlMDk0NDg0MzdlYTcxNGY2YQ.png,90,null,1
BORGES POPITAS palomitas micro p3 estuche 300GR, 2.18,Maíz para palomitas saladas para microondas,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MjUxNTN8aW1hZ2UvcG5nfGhjNi9oZDYvODgzNTQ1ODQ2NTgyMi5wbmd8ZGUyZjc3YzQ1ZGNiZTNhY2RlY2YzODQzYjYwZTNhOWU2NmI4MGE4NTY1MGY3MDMyYTRkNzQwNGM1NjRiMjc3Ng.png,91,null,1
GALLINA BLANCA avecrem de pollo bajo en sal estuche 10 PAST, 1.72,Caldo deshidratado de pollo con 15% de aceite de oliva virgen extra sobre 8 5% de M.G.,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTU1NzV8aW1hZ2UvcG5nfGgxMi9oY2MvODgxOTg2NzEyMzc0Mi5wbmd8ZGU5NWJmZDk3OWRmMjJjNGEzZGYwOGM1YWViZDIyZGRhYWY0MTJkNTM5ZWMzZjgxODk2ZTg0N2NiZDVlMmNmMw.png,92,null,1
KNORR caldo de la abuela pollo brik 1 l, 1.55,Caldo de pollo con verduras con un 0 2% de aceite de oliva virgen extra,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTQ3OTh8aW1hZ2UvcG5nfGhlZS9oNDkvODgzMjA0NjU2MzM1OC5wbmd8MzkxMTUyMjQ1OGM0MDYwMGVjOTNlNGIxYTAzNzNmMmM3ODMzNzExNGI3ZGZlMWM2YjNiYzE5YTg3YTc1ZTk3OQ.png,93,null,1
CALVO atún en aceite vegetal lata 104 gr, 1.39,Atún en aceite de girasol,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MjUxNTV8aW1hZ2UvcG5nfGhjNS9oMTIvODgxODExNjUyNjExMC5wbmd8OTJhNzcwMGUxMGNkNDVlNmU2ZGEyOTBlYWMyMDQ1ZmQzNTgyNWY3OTBhZmMwMTJhMjU4NGEyNmYwYTJkYWFhMQ.png,94,null,1
GALLO pluma SIN GLUTEN paquete 500 gr, 2.15,PASTA DE HARINA DE MAÍZ Y HARINA DE ARROZ,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTcxNzF8aW1hZ2UvcG5nfGg5ZS9oNDEvODgxNjU0Nzc1ODExMC5wbmd8MmUyNjJhM2ZlNjU4OGRjODNmNjZmZWIxZTFjYTk0NDgxYTE2ZmIxYzRhMjIwMmM0NGQ5NmMxMmJkNGUzNzFhMw.png,95,null,1
BORGES POPITAS palomitas expansionadas caramelo bolsa 200GR, 1.95,PALOMITAS DE MAIZ CON CARAMELO,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MjgzMzd8aW1hZ2UvcG5nfGgyMC9oZWIvODgxODI3MDMzOTEwMi5wbmd8NjJjZTJiMGU4Nzk5MDAwNjhhYTBlZDc3YTI4NmQxOWNmMmUyMzYwMGJiYTVkZmJlMTQ1YmUzOGY2NTViOGJkZg.png,96,null,1
GALLO tallarin paquete 500 gr, 0.97,PASTA ALIMENTICIA DE CALIDAD SUPERIOR,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8ODkzOHxpbWFnZS9wbmd8aDA1L2hmNi84ODMzMjgxOTE2OTU4LnBuZ3xkZGM1NDJiYjMyZDdhOWFkNjg1MDNkZjIyMjgwMjIwMGNmYjVkZTBlNTQ4Mjk2ZWIxMDYzZjY4N2ZkZjk2ODM3.png,97,null,1
CALVO atun claro en aceite vegetal lata 403 grs, 4.95,Atún claro en aceite de girasol,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MjYzNzd8aW1hZ2UvcG5nfGhlNS9oN2YvODgzNDAxMDEyMDIyMi5wbmd8OWU1MTFlMzNhOGY1ZDlhY2EzNTM3YjIxMmRhNDgzMmVhNzAzNDdiYmE4ZmQzYTI5ZmM2YmNiYTg4NmI1YzkzMw.png,98,null,1
LA ASTURIANA lenteja extrafina rapida paquete 1 kg, 3.09,Lenteja Extrafina Cocción Rápida,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTg2OTR8aW1hZ2UvcG5nfGg0My9oYjIvODgzNDAzNzkwNzQ4Ni5wbmd8MGY1OWE4ZGQzOGQ4ZDU4ZDkwZjA0MTYwOTdlOTE0Y2ZjZWUxYWYwMjlhNmE0MGQyMjEwNjJkYTBmMzMwZDJlOA.png,99,null,1
LA ASTURIANA alubias pintas cocidas frasco 400GR, 0.99,Alubia Pinta cocida natural,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTMzODh8aW1hZ2UvcG5nfGhhOC9oY2EvODgzNTQ1MjE3NDM2Ni5wbmd8OWExNGEyODdkZDA1YTMyZmE1MWMzZTJjYjYxNjZkOTk4NTkwMzRiYTZjMzc5MTk1Njc0ZmExN2VlOTFkYjg1NA.png,100,null,1
GALLO spaguetti nº 3 paquete 500 gr, 0.86,PASTA ALIMENTICIA DE CALIDAD SUPERIOR,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8ODc4NnxpbWFnZS9wbmd8aDc3L2hiMS84ODM1MTA3MTI3MzI2LnBuZ3xhMWNlYTQ5NjBhODNiNTNiMzc1Yzk3NTI5YTQxZTMxZjFhODYxNzk1YzlkNGQ3ZjE2YmE1NjU3YjhiYTA0MjYx.png,101,null,1
GALLINA BLANCA salsa chilindron SOBRE 52GRS, 1.21,Salsa deshidratada Chilindrón,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MjU3Mzl8aW1hZ2UvcG5nfGg1OC9oZWEvODgzMzA0Nzg4NzkwMi5wbmd8MzBiNmI0ZDNjODRkODQ1YmE3NmMxNzRmOWNlOTY1NDliZGZmYjU2ZTY0OTY0Yzg3NzFmMWI1NGU3YmUxZDYyNw.png,102,null,1
YBARRA mayonesa FRASCO 225ML, 0.89,Mayonesa,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTYyMTJ8aW1hZ2UvcG5nfGgyNi9oYWIvODgzNDg4NDU2NzA3MC5wbmd8ZjE1ODYyNGI4Y2I5YjdiNTQyYzYyN2QzNDM2Y2E5Yjc1YjdlOTMzMTU2OTk5MTJhNDNkZjBlMDJmMGJkODkyMw.png,103,null,1
ASTUR alubia morada bolsa 1KG, 3.69,Alubia Roja,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTgzNDN8aW1hZ2UvcG5nfGg2NS9oN2UvODgzMzgyNDQ1NjczNC5wbmd8NjVmNmFiNTdkMDBiM2MxNGQ0YTA4ZDAxMzdjMzY5NmM5MDI2YTcwYTYzMmIzYzllMjM0N2U3NTM4YWFiNDRkNQ.png,104,null,1
LA ASTURIANA alubias rojas cocidas frasco 400GR, 0.99,Alubia Roja cocida natural,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTQzNzZ8aW1hZ2UvcG5nfGgyNS9oNTcvODgzNTY2NDc0MDM4Mi5wbmd8MmE4YmNiYjNjZTk1NzRhZDlmYzYxYzQ3MTEyNzdjZDI4ODMzZThiMWRjOTUyYjFjYzljYmJkZDcxYTZjMzI2Yw.png,105,null,1
BORGE pipas aguasal bolsa 500GR, 2.05,Pipas girasol tostadas aguasal,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTkxODh8aW1hZ2UvcG5nfGgxMi9oY2QvODgzNTI0OTQ3MTUxOC5wbmd8MjA3NTJmNzNlMTgyZDAyYTJmY2JhZjU3NGNkOGMyNzY2ZmFkZWJhODY0OTlmZWY4MzJlNjQyYjI2NDE4NzhhYQ.png,106,null,1
CALVO mejillones en escabeche 14/19 piezas lata 69 grs, 1.12,Mejillones en escabeche de las Rías Gallegas. Tamaño pequeño,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MjA2NDl8aW1hZ2UvcG5nfGg2Zi9oZDIvODgzMzQ5NjU4MDEyNi5wbmd8ODQwNDU1ZWIwYTc5MDk3OWNjNTRhZWViNjc2MTk5ZjRlZDVmZmY1NTI2Nzc5MWFhYThmYWM1OTdkN2Q3MWE1NA.png,107,null,1
GALLINA BLANCA tallarines parmesana sobre 145GR, 1.88,Tallarines a la parmesana deshidratados,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MjU0MzV8aW1hZ2UvcG5nfGgwNS9oZjIvODgzNDU4ODQ3NTQyMi5wbmd8YTc0MmJhNmU5MDY2OTRjYzE2ZjhhZTViY2Q4MTIwNzdlZTc4MTBkZTZiNDcwNmRiZmEzN2JhNWEyZjZmZmUwOA.png,108,null,1
GALLINA BLANCA sopa maravilla sobre 85GRS, 0.64,Sopa de Pollo con Maravilla,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MjQ3MDJ8aW1hZ2UvcG5nfGgzYi9oNTIvODgzMzQ5MjkxMDExMC5wbmd8Mjg5ZGZiZDljODNjNWRmMGY4MmMzMTM2N2I3NDljYmU5ZjcyMjY5ZDJlYTZjMzlhZGY4Y2E5YWRlOGU1YzJhOA.png,109,null,1
