name,cost,description,image,code,rating,availability
SANTA ANA patatas fritas cartucho bolsa 270GR, 1.62,Patatas fritas,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTYyODN8aW1hZ2UvcG5nfGgwNy9oOTYvODgzMzUxMDczNTkwMi5wbmd8MDJiYmNhOGJlY2U0OTcwYzQyYjY1MjVjYzYzMGMwYWU4NmZmOWVjYjhlZjk5ZDcxODMyYjJkOGUyMTcwNTBiNw.png,110,null,1
YBARRA salsa ali-oli FRASCO 225ML, 1.0,Salsa de Mesa,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTYxNTF8aW1hZ2UvcG5nfGg1Zi9oNDMvODgzNTM1OTM3NTM5MC5wbmd8YTliNDVlNTZhODcyYWE0MzlhNjg1MzBlYjBkMjM2OGRlZjkyZjQxMDhjMWExNThhZjk0MWM2YWUyNGMwNjYwOQ.png,111,null,1
YBARRA mayonesa TARRO 400ML, 1.27,Mayonesa,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTU1Njl8aW1hZ2UvcG5nfGhjNi9oZDAvODgzNTM0NTE1NDA3OC5wbmd8MWMyYTU0NTE0OTI5NzRjZjg2NWY3Njk4MzEzMWI5NmNkNzliNWI1ZmRlYmMwZWVhMWQ3NTI4OTg1ZDJkNzAwNA.png,112,null,1
ISABEL naturfresh ensalada rusa bol 230 grs, 1.72,Plato preparado con base de pescado y hortalizas:,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MjgyMzB8aW1hZ2UvcG5nfGg0Yi9oNGUvODg0NjkyMDI4NjIzOC5wbmd8ZjdjYmI1OWIzOGNjY2QyNmI2MTk5ZjMzYmZiZDRiYmNkZDU4ZDdhY2IzZGE2NDMxNGE2YjA4ZmViOThhZjJkNw.png,113,null,1
LA ASTURIANA combinado de legumbres y verduras cocidas frasco 390GR, 1.52,Alubias cocidas con pimientos  cebollitas y zanahoria,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTQxNTZ8aW1hZ2UvcG5nfGhmNi9oODgvODgzMzI5OTIxODQ2Mi5wbmd8MmM2YzA1NTA0YmY4OGQ1MGQxZDZhODdhOTQwZTQ5ZGE3NzQwYjUxOGIzN2IwMWU1ZGI2NzA4MmRiNmJmM2VhMQ.png,114,null,1
LA ASTURIANA lentejas con patatas  zanahoria y puerro cocidas frasco 400GR, 1.52,Lentejas cocidas con patata  zanahoria y puerro,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTM3Mjh8aW1hZ2UvcG5nfGhmNS9oNmYvODgzNDY3NTYzODMwMi5wbmd8OTM4ZDI2ZjU1ZDZhYTk1M2Q3ZWExYjViYTM3OTVlZmUyMDNhYWJlOWU3MDkxMTE5NDU0N2RmZjU2ZjQwYzk5ZQ.png,115,null,1
RUFFLES patatas fritas onduladas york'eso bolsa 170GR, 1.31,Patatas fritas con sabor a jamón y queso,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTk4OTJ8aW1hZ2UvcG5nfGg5Zi9oZmUvODgzNTQ0OTU1MjkyNi5wbmd8Y2VjOWM1NGY1Njk0ZDU2MjZkMTAwN2Q0NmVmM2JiNTViNzJiNzFhYjFlNWQ1MDMyMzhkYjQwYWQwMGEwMGIxNg.png,116,null,1
ASTUR alubia blanca larga bolsa 1 KG, 3.72,Alubia Blanca Riñón,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTkxMTJ8aW1hZ2UvcG5nfGg1OC9oMjcvODgzNDM1MDU3OTc0Mi5wbmd8NGQwZjhiYWQ2NzVkZGNlY2ExMmZlYzMwMjI5MmRjNTMzYTg5MTI4ZTQ4OWQ5ZDFmYTVlMTQ5MDBlMmNlMmJlMw.png,117,null,1
GALLINA BLANCA sopa de ternera con estrellitas sobre STAND, 0.64,Sopa de Ternera con Estrellitas,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MjQ1Mzh8aW1hZ2UvcG5nfGg3ZS9oM2MvODgzMzUxNTQ1NDQ5NC5wbmd8Y2ZlMjNlN2VhYzdjMjc4MzczNWE5MjU0YmM2ZGI4NzA2N2ZkNjRmZjI5NGY0YzFkNjMzMTVhNzNlNzY5YzEzYw.png,118,null,1
BUITONI pizza micro jamón y queso caja 315 gr, 3.0,Pizza de jamón y queso. Comida preparada ultracongelada.,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MzQ0ODl8aW1hZ2UvcG5nfGgxMS9oN2IvODgzMzkwMzE2NTQ3MC5wbmd8ZGZmNGQ2NmI1MmU2ZjkyOTg0NGFiOGQyZTFjZTRmZTA3MGQ1M2EzY2I3N2I2ZjQ3NWY5ZGYyMzBjZWU0OTE3OA.png,119,null,1
DR OETKER ristorante pizza 4 quesos caja 340 gr, 3.15,,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MzMwNDF8aW1hZ2UvcG5nfGhiYS9oMzUvODgzNTE1ODU3MzA4Ni5wbmd8MWY3Yzg3NzYyYmI2NDdjNTY3MTg1Y2M2ZThiZTg4YWQzM2VjNjUyNzczMTgzNWMxMzJkZWQ0ZTU3NjFhYjc2ZA.png,120,null,1
KNORR caldo vegetal estuche 12 pastillas, 1.45,,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTMxMzR8aW1hZ2UvcG5nfGgzZC9oMTQvODgzMzQ1Mzc1MjM1MC5wbmd8OTBmNjExOTA3ZWE3YmIxMjRlNzQxYTdiY2I2ZmZhOWJmM2JjMzY4NTUyYmZmZDgyYmQ4ZDI1OGU3MGVkNmRjYg.png,121,null,1
BUITONI piccolinis capricciosa caja 270 gr, 2.85,Minipizza de jamón cocido y queso. Comida preparada ultracongelada.,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MzIzMzh8aW1hZ2UvcG5nfGg4My9oNDkvODgzMjg3NTM5NzE1MC5wbmd8M2E3MTk3MGNmNDg3Mzk3NjM1ZTQwZmNhZTBmYmE3MTI2ZjA5OTJmNmJjYzQ3YjgwYmEwNWI3NGIwMWNmNjBmNQ.png,122,null,1
BORGES nuez pelada bolsa 130 gr, 2.89,Nueces de california en grano,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTY5Nzh8aW1hZ2UvcG5nfGhiNi9oZjIvODgzNTQ2OTU0MTQwNi5wbmd8MmFlZmQ2MjA3MzNjZjk4MzEzYmEzODIzOTJjYjFjZDAwNDlkOTc4OGNjYzU4YzAyOTY1YmFiYzI4Njc3MTM3NQ.png,123,null,1
GALLO ñoquis bolitas de patata estuche 400 gr, 1.29,ÑOQUIS DE PATATA,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTk1MDZ8aW1hZ2UvcG5nfGg4MS9oZjgvODgzNTIwNjM0ODgzMC5wbmd8OGZmYzNiZTE1NGYxM2IyMTk1NDNlNjUzZjY2NDUxZjUzZTBmNzJjODY3NGE4NjgzYTkxMmVhNTUyODcwMDIyOA.png,124,null,1
HERO mermelada temporada higos frasco 350 gr, 1.7,Mermelada de higo,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MjA1MTN8aW1hZ2UvcG5nfGg1ZC9oZWQvODgzNTIwNjg3MzExOC5wbmd8NjkzMzBiM2RmYzk5NGM0MTZkOTM4ZGJmYjEzOWViYWVhMGQxNzY1MmY1NGQ3YWQ1MGRiNmZmNTk3ZmU0ZTU4NA.png,125,null,1
BORGES POPITAS palomitas zero micro caja 3 uds, 2.31,MaÍz para palomitas saladas para microondas,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MjQ0NDl8aW1hZ2UvcG5nfGhlNC9oMmYvODgzNDQ2ODYxMDA3OC5wbmd8NzYwNjY0N2E1YTBiZTBjOGQ3YjZiY2E3YmZmNjQ5NjdmNWZkMzVkNDBmYTg2ZDJhYzZmMjQ5ZmNlYjc4YmI2Mg.png,126,null,1
GALLO spaguetti integral paquete 500 gr, 1.34,PASTA ALIMENTICIA DE SÉMOLA DE TRIGO DURO RICA EN FIBRA,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTAyNDN8aW1hZ2UvcG5nfGg4OC9oN2EvODgzNDExNTA0MzM1OC5wbmd8NzBmZThlOGMxZDUzMTMzOGM2YTQ0N2E4MDVmYzc0M2Y5MTFhOTExOTMzZmNkNDdiNjc2Mzc5YTlhMGE0MmVhZA.png,127,null,1
BUITONI pizza forno di pietra caprese caja 350 gr, 3.05,Pizza de tomate cherry y queso. Comida preparada ultracongelada,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MzAzMDl8aW1hZ2UvcG5nfGg3Yi9oYTIvODgzNTE2NTkxMzExOC5wbmd8YjFlNDVhMTE3YjQxMTc0ZDc2NGMyMGExYzI3ODFiMTc0OTk0ODM1ZjIzMzRjM2MxMjcxYmQ3MjY2NDVhYjc2Zg.png,128,null,1
BUITONI pizza forno di pietra vegetale caja 370 gr, 3.05,Pizza de pimiento  calabacín y cebolla asados. Comida preparada ultracongelada,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MzE1MDV8aW1hZ2UvcG5nfGg3My9oZmMvODgzNDY2OTg3MTEzNC5wbmd8ZGExNmJiMjk2M2UzOThkMDQyZmM4NzgzZWIwNzFhNDc2M2YzZDJlOTYwZTViOTVmNjMwZWM3Y2I0ZjM5Y2RlZA.png,129,null,1
MATUTANO cheetos pelotazos bolsa 130GR, 1.11,Producto de aperitivo de maíz horneado con sabor a queso,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MjIxMTh8aW1hZ2UvcG5nfGg1Ny9oZDEvODg0NjkyNzYyNjI3MC5wbmd8YzFlOTBjOThmNjljNjU4MGY4ZDExZGIyMzBmZTJiNTI0ZmRiNzMzM2FmYmUwNzZiNGQ2MDdjYjYzYzViYTc4Ng.png,130,null,1
KNORR salsa bechamel BRICK 500ML, 2.03,Salsa bechamel,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTg1ODl8aW1hZ2UvcG5nfGg2OC9oNzcvODgzMzAwMjc5OTEzNC5wbmd8MjAwZTMwOWE0NjMzZjhkMDAyYzI0ODVhNDkwZDc0Nzg2ZWYyOWE1YjM4NzY0MGZkOGIxYzE0M2JjMWE0Yjk2ZA.png,131,null,1
BORGES pasas sin pepitas bolsa 300 gr, 2.13,Pasas sultanas,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MjE2NzF8aW1hZ2UvcG5nfGg2Zi9oYTkvODgzNDQ1OTY5NzE4Mi5wbmd8MzViNmE4NThhMzM4ZDhkOTkxOTY3ODZkMjdkNzI0ZGQ2YmFlNjFmZjE4NjY2NTVkNjdiMTRjZDIyYmJlNmVhOQ.png,132,null,1
GALLINA BLANCA caldo pollo -sal estuche 10 PAST, 1.72,Caldo deshidratado de pollo con 3% aceite de oliva virgen extra,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTcwNzd8aW1hZ2UvcG5nfGg2MS9oZTUvODgzNDc3NTUxNTE2Ni5wbmd8MmYzMWE1YmI1MjE4YTY4YjMzY2ViMzdmM2JkZTg0ZDcwMTZiMTE1NWY1NTljYmM2NjVjZDhjYzRjMDdmYTc1MQ.png,133,null,1
GALLO fideo 1 paquete 500 gr, 0.96,PASTA ALIMENTICIA DE CALIDAD SUPERIOR,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTc5NDV8aW1hZ2UvcG5nfGhiZC9oODYvODgzMzc4MzQ5NjczNC5wbmd8Mzg5MTQwMjBkY2U1NTdjZWE1N2IxNmQxYzc5YzNjMWJhNzc2ZTlhMzhjMDU1YTE5MWZhYmNiMjAyMTBlODA0Nw.png,134,null,1
KNORR crema de bogavante brick 500ML, 2.92,Crema de bogavante y cigalas,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTg4ODZ8aW1hZ2UvcG5nfGhiOS9oYjYvODgzNTE1NzAwMDIyMi5wbmd8NDE4Nzk4ZmViM2E0MTg1NTI0M2RlNWE1ZTI1NzcwZWI1M2Y4YzY1MDg2YWNjZjQyNjYyZGI2MDU3ZmQ2NjczZA.png,135,null,1
KNORR crema de calabaza con nata brick 500ML, 1.65,Crema de calabaza,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTk4ODV8aW1hZ2UvcG5nfGgyYy9oOTMvODgzNTQzNDM0ODU3NC5wbmd8M2QyMjZkNWI1MDNiZmQzMjBiNDEyOGM3ZTZkOWIzYzRhM2NkODNiNTdmNzk5M2I0NjU4NDJmYjg5ZTA3MzU0MQ.png,136,null,1
GALLO salsa boloñesa tarro 415 gr, 1.69,SALSA PASTEURIZADA A BASE DE TOMATE CON CARNE,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTk1MjR8aW1hZ2UvcG5nfGgwOC9oYTUvODgzNDUzODkzMDIwNi5wbmd8MjE4MGYxNDhlNWY0YWIxMzMzNWU3ZTg0MzE0ODg4NTUxNDIzNjJmMTM5MjdlMTg2MzMwODhhYzFiZmFjY2EyYg.png,137,null,1
GALLINA BLANCA sofrito tomate y cebolla frasco 350GR, 1.57,Sofrito de tomate y cebolla,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTkxMzh8aW1hZ2UvcG5nfGgxZS9oYmEvODgzMzYwODMxOTAwNi5wbmd8Y2M5NzVkZWZjZjM4N2QzNTVlNDkwNjQ2ZTBjNDJiMjUwMDI0ZDU2NzNiMGFlMGUxMzNmOTM1OTYzMGE1NTlmNA.png,138,null,1
DR OETKER ristorante pizza speciale caja 330 gr, 3.15,Pizza queso  salami  champiñones y jamón cocido sabor ahumado.,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MzQzMjF8aW1hZ2UvcG5nfGhkNS9oN2UvODgzMzk4ODEwMDEyNi5wbmd8YTI5NTAwZDU2ZjA2Y2Y0Yzk2YjdiMzE0MzRlOTUzNWU4MjZjY2FiZTU0YTM3NTAwNmE4MGU1YTcxNjk2YjQ2ZA.png,139,null,1
BUITONI pizza toscana 4 estaciones caja 350 gr, 3.05,Pizza de champiñones  salami y jamón cocido. Comida preparada ultracongelada.,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MzE5OTR8aW1hZ2UvcG5nfGhmMy9oNTUvODgzNDg2Njc0MTI3OC5wbmd8ZTIwZWI3NWViZjI4ZGQ2ZmJjOWIxYzE4ZGVhOWY5NDNmMWNlNzk1OTEzMTc3ODkzODBjZDllNDA3ZTYwZGNjNQ.png,140,null,1
CASA TARRADELLAS pizza refrigerada de pollo envase 410g, 2.64,Pizza Fresca Pollo,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MzE0OTV8aW1hZ2UvcG5nfGhjMi9oZTMvODgzNDg1NDY4MjY1NC5wbmd8YzJmZGE3YjU2MWU0NDhiOTk4NTk4YzMwY2MxMGZkYzE5MDcxMzQ3NTgxMDI2NzUwZjlkZWMwMjU3N2JlMTA0Mw.png,141,null,1
GALLO harina de trigo paquete 1 Kg, 0.85,HARINA DE TRIGO,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTU2OTN8aW1hZ2UvcG5nfGg1MC9oYzcvODgzNDUwMTcwNTc1OC5wbmd8NmRlYjFhMjA5NWEzYzRlMDcxZmVjOTE0MDFkZWM0YTRkNDc3MjlkMjllMmYxNjY1MmY4ZTJjZWViMTdjYmMxYw.png,142,null,1
GALLINA BLANCA caldo de pollo de corral brick 1L, 2.95,Caldo de Pollo de Corral,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTI5Mjl8aW1hZ2UvcG5nfGg5MC9oYzAvODgzMzcxNjM4Nzg3MC5wbmd8NGRiNmU2MzhkNzc0N2EzZmUxNmI3MTJlOTdlYWZiZDhmOTY2MzdlNDU3ZmEzMDM3NjhjOTUyMGEzMTgzYjlkYw.png,143,null,1
BORGES POPITAS palomitas zero micro estuche 2 uds, 1.49,MaÍz para palomitas saladas para microondas,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MjUwMjN8aW1hZ2UvcG5nfGhiMy9oOWEvODgzMzM0OTAyNTgyMi5wbmd8OTUxZmY1OTUzNzM3ZGU1N2VkYTNmNmE5MjY1MmJkMzc5ODkyZmMxNDBkYTNjMWRlNzJmNmY1MGI2MWRiYjM1OQ.png,144,null,1
HERO DIET confitura ciruela frasco HERO 280 grs, 1.47,Confitura extra de ciruela de valor energético reducido con edulcorantes,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTgyMTR8aW1hZ2UvcG5nfGhlNC9oMDIvODgzNDc3Mzk0MjMwMi5wbmd8MDM4YmE4NzE2NjgwMjY0NmUxNDM5YTdjMTMzZmU1YzlhMTc5NmMwMTg5YTBiNzhjOWJkOWZmY2I5ZjFjNjY0NA.png,145,null,1
ISABEL atun en aceite vegetal pack de 3 latas x 52 grs, 1.79,ATÚN EN ACEITE VEGETAL,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTc0NTF8aW1hZ2UvcG5nfGg0My9oNjgvODgzMzczMDAxOTM1OC5wbmd8OWM4M2M0MDVlYTAyZGVlMmFmYmRjMTU1MWEwMjVmZDUwN2U3Y2JkMDY0ZTA3MThhMzFjZDNkNzZiODU4NTIxMQ.png,146,null,1
BORGES vinagre balsamico bianco botella 50 cl, 2.99,VINAGRE DE VINO BLANCO,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8Nzg0MHxpbWFnZS9wbmd8aDJlL2g0Yy84ODM0ODU2MjU1NTE4LnBuZ3xiODUzZjNjNjFmNWE3Nzc2OTFjOWRiNTM5NDZmODMyYTM1Y2IzZmMxOWI2MGRlOTM1ODBiNjM0YzM2MmQ1YTU5.png,147,null,1
HERO mermelada temporada fresa Hero fraco 350 g, 1.7,Mermelada de fresa,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTg2ODR8aW1hZ2UvcG5nfGgwMy9oY2YvODgzNTI2MTAwNTg1NC5wbmd8YTI0ZWFhZDNiODEzYzdkNjlkN2M1MjY5OWM1MjQ3NWQzZWZlMzBkYTViYjIyY2RjYjI4NjI3ODY0NjNiNDAxOA.png,148,null,1
HERO mermelada melocotón de temporada frasco 350 g, 1.85,Mermelada de melocotón,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTgwNTJ8aW1hZ2UvcG5nfGhmMy9oNDAvODgzMzQyOTA0NTI3OC5wbmd8NTM3OTc4MDRmMTUzZTdjNTE2MWEwZjBiZmU0ZmY0ZmE3MzBlZjhjZDBmOTMxMDJhY2RjZGUyYzkyODUwYjEzMA.png,149,null,1
GALLINA BLANCA noodles fideos orientales vaso 61 gr, 1.19,Preparado alimenticio con fideos de trigo y aderezo sabor oriental deshidratado.,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MjIxMDh8aW1hZ2UvcG5nfGg3MS9oMjYvODgzNDA5NzIxNzU2Ni5wbmd8NTNhZDU4NDkzMTE0NWI1MTA4ZWIxNjQwM2I4NjJkMmNkMDhjOWE4OWUyZmUwMzEyYmQxOTk5ZTcxODkzMjZmZA.png,150,null,1
BORGES vinagre balsamico de modena botella 50 cl, 3.29,'ACETO BALSAMICO DI MODENA IGP' VINAGRE BALSAMICO DE MODENA,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8Nzg5NHxpbWFnZS9wbmd8aDBlL2hjMC84ODMzNDEzODQwOTI2LnBuZ3w2YWM2MmMxMWFhZWM1ZTM3N2NjZTcxOWY5MTYxZjgyNTJmZjJkYzkxYTk5NDgyNmJiZjBmYTE1OGE1NzhkZjc4.png,151,null,1
BORGE mezcla frutos secos bolsa 200GR, 1.29,Mezcla de legumbres secas con maíz frito y cacahuetes fritos y salados,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MjQyNTN8aW1hZ2UvcG5nfGgyMC9oMjYvODgzNDQ1ODEyNDMxOC5wbmd8YzM5MGNhMTY0ZTYwZGIyNzZhNTk4Mjc5NGYxOTZmNjdiM2I5ZTFhNmU5YmJkMjM0OWQ4ZGM4NjY5OTllNzVhNQ.png,152,null,1
CALVO atun claro al natural pack de 3 latas x 168 gr, 2.39,Atún claro al natural,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTI0MzB8aW1hZ2UvcG5nfGg4OS9oZjIvODgzNDMzOTA0NTQwNi5wbmd8OTlmMTM3MjA1NDUxODAyOWI1N2RlMjlmYjdiMjQ2ZmYwOTkxZjlhMGQ0NGE5MTc4ZjNmODQwNjlkNzRhZGFjZA.png,153,null,1
MATUTANO lote patata frita 2 ruffles jamón + 1 ruffles original bolsa 450GR, 2.65,Ruffles jamón: patatas fritas con sabor a jamón. Lay's xtra onduladas al punto de sal: patatas fritas extra onduladas,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MjkxODN8aW1hZ2UvcG5nfGhhYS9oMTgvODgzNTM5ODE3MjcwMi5wbmd8Y2I2YmJlNzIzYmFmYmRlNTIzNGYzNzY3YmY2YmZlMjVmZjBjNmI3YTVkZTAxMTZiZmMwZDZhNzJiYzgyNTJjNw.png,154,null,1
YBARRA mayonesa TARRO 750ML, 2.34,Mayonesa,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTY3NDR8aW1hZ2UvcG5nfGg0ZC9oZmYvODgzNDUyMDA1NTgzOC5wbmd8ZWQzMTM3ZmJmODI4YjdiMWEzNjllODdiNGI0MDM1ZGUzMDEyMjkzODZmYjM5MmFkYjliZjg5NTQ5ZTc2ZGU1Mg.png,155,null,1
GALLO helices vegetales paquete 500 gr, 1.29,PASTA ALIMENTICIA DE CALIDAD SUPERIOR. PASTA ALIMENTICIA COMPUESTA A LAS ESPINACAS. PASTA ALIMENTICIA COMPUESTA AL TOMATE.,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTkwMzF8aW1hZ2UvcG5nfGhjOC9oMGIvODgzMzA2MzYxNjU0Mi5wbmd8NmViNmVkMTIwOWU3MzQyZTc5ZTE3MWZkYzE0YWY5OGIyNWZmZjdiMmEyMTM4NTg0N2U3ZGJiNGY1OWJhZDE0NA.png,156,null,1
ISABEL mejillones en salsa vieira 13/18 piezas lata 69 grs, 1.15,MEJILLONES EN SALSA VIEIRA,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MjI0OTl8aW1hZ2UvcG5nfGg4OC9oZGYvODgzMjkyMTAxMDIwNi5wbmd8NzZjYTQ3NTIxMWY3ZDg3NGE4NjUxNDg5N2U2MmJhZDBkNGI1MTI4NDAwYzVmNDcyZTU2NmYyNWE2NWY4N2ExYQ.png,157,null,1
LA ASTURIANA alubias blancas cocidas frasco 400GR, 0.99,Alubia Blanca cocida natural,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTM4MTR8aW1hZ2UvcG5nfGgyOC9oNzcvODgzMzY1NzE0MzMyNi5wbmd8NzRkODA1MDA2MTFlYmY1MTllZTgwZTE2YmI5N2YxMzc1ODczYzk1Y2I2MDIyMDcyNDkwNTA3MjZmYTQ2MGIwNw.png,158,null,1
CALVO atun claro en aceite vegetal pack 3 latas x 52 grs, 2.39,Atún claro en aceite girasol,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTE0MzJ8aW1hZ2UvcG5nfGhhMy9oZTIvODgzNTM0MDQzNTQ4Ni5wbmd8ZmNhYzYzNDBlZTYxMDU2MTA2NTFlMGUzYjI2ZTdhZTg0YjdiYjUxOGM2MzFiYmQ4YTNhMjFiNDQzNzAwYmNiOA.png,159,null,1
GALLINA BLANCA avecrem estuche 24 pastillas, 2.55,Caldo deshidratado de pollo,http://res.cloudinary.com/dc8yintyr/image/upload/bWFzdGVyfHJvb3R8MTI5OTB8aW1hZ2UvcG5nfGhhNS9oNzkvODgzMjc5ODA5NzQzOC5wbmd8OTQ3NTBjODkxZTQ2NDBkYmNlZDcwNTNkMTlhZDBmMjZkZTZmN2QwM2U1YzVmNzQzZTkzNGI5NWUxYTdmMGI1ZA.png,160,null,1
